Date,Open,Close,Change_Pct
2000-01-04,445.000000,441.900000,-0.700000
2000-01-05,436.000000,438.100000,0.480000
2000-01-06,434.500000,435.300000,0.180000
2000-01-07,437.000000,443.900000,1.580000
2000-01-10,443.900000,451.950000,1.810000
2000-01-11,452.000000,449.400000,-0.580000
2000-01-12,453.000000,452.250000,-0.170000
2000-01-13,445.000000,447.000000,0.450000
2000-01-14,439.000000,441.000000,0.460000
2000-01-18,438.000000,438.700000,0.160000
2000-01-19,443.000000,442.750000,-0.060000
2000-01-20,442.000000,451.700000,2.190000
2000-01-21,452.000000,457.100000,1.130000
2000-01-24,460.000000,470.250000,2.230000
2000-01-25,477.000000,479.000000,0.420000
2000-01-26,474.000000,472.000000,-0.420000
2000-01-27,479.000000,483.000000,0.840000
2000-01-28,492.000000,485.900000,-1.240000
2000-01-31,485.800000,484.700000,-0.230000
2000-02-01,485.000000,492.550000,1.560000
2000-02-02,502.000000,502.250000,0.050000
2000-02-03,510.000000,514.050000,0.790000
2000-02-04,516.000000,530.000000,2.710000
2000-02-07,535.000000,540.900000,1.100000
2000-02-08,570.000000,579.800000,1.720000
2000-02-09,578.000000,590.150000,2.100000
2000-02-10,576.000000,580.000000,0.690000
2000-02-11,593.000000,598.850000,0.990000
2000-02-14,602.000000,605.500000,0.580000
2000-02-15,655.000000,658.350000,0.510000
2000-02-16,670.000000,711.150000,6.140000
2000-02-17,730.000000,705.550000,-3.350000
2000-02-18,700.000000,701.250000,0.180000
2000-02-22,745.000000,816.800000,9.640000
2000-02-23,780.000000,720.000000,-7.690000
2000-02-24,690.000000,697.400000,1.070000
2000-02-25,685.000000,689.000000,0.580000
2000-02-28,700.000000,721.200000,3.030000
2000-02-29,725.000000,712.000000,-1.790000
2000-03-01,700.000000,690.900000,-1.300000
2000-03-02,667.000000,665.400000,-0.240000
2000-03-03,652.000000,655.000000,0.460000
2000-03-06,654.000000,660.000000,0.920000
2000-03-07,645.000000,665.500000,3.180000
2000-03-08,645.000000,704.700000,9.260000
2000-03-09,720.000000,694.500000,-3.540000
2000-03-10,720.000000,707.500000,-1.740000
2000-03-13,707.500000,692.500000,-2.120000
2000-03-14,692.500000,697.500000,0.720000
2000-03-15,697.500000,706.000000,1.220000
2000-03-16,706.000000,720.000000,1.980000
2000-03-17,720.000000,718.500000,-0.210000
2000-03-20,711.000000,686.900000,-3.390000
2000-03-21,695.000000,663.500000,-4.530000
2000-03-22,695.000000,660.550000,-4.960000
2000-03-23,660.550000,650.500000,-1.520000
2000-03-24,630.000000,618.000000,-1.900000
2000-03-27,610.000000,614.750000,0.780000
2000-03-28,616.500000,615.550000,-0.150000
2000-03-29,620.000000,610.000000,-1.610000
2000-03-30,610.000000,602.800000,-1.180000
2000-03-31,600.000000,595.500000,-0.750000
2000-04-03,585.000000,582.000000,-0.510000
2000-04-04,582.000000,595.000000,2.230000
2000-04-05,595.000000,595.700000,0.120000
2000-04-06,590.000000,586.000000,-0.680000
2000-04-07,582.000000,579.000000,-0.520000
2000-04-10,567.000000,555.000000,-2.120000
2000-04-11,548.000000,565.200000,3.140000
2000-04-12,562.000000,562.000000,0.000000
2000-04-13,564.000000,560.700000,-0.590000
2000-04-14,563.000000,580.950000,3.190000
